State,Customer Name,Value Column Name,Value
"California","Christopher Conant","Sales Margin %","0"
"California","Christopher Conant","Profit","965.8568999999999"
"California","Christopher Conant","Profit Margin %","0.30790485924176597"
"California","Christopher Conant","% GT of Sales","0.0013655175105542774"
"California","Dan Reichenbach","Sales","2971.792"
"California","Dan Reichenbach","Sales Margin %","1"
"California","Dan Reichenbach","Profit","926.335"
"California","Dan Reichenbach","Profit Margin %","0.3117092313324755"
"California","Dan Reichenbach","% GT of Sales","0.0012936578822332074"
"California","Erica Smith","Sales","2943.464"
"California","Erica Smith","Sales Margin %","0.9892371708979625"
"California","Erica Smith","Profit","910.8329"
"California","Erica Smith","Profit Margin %","0.3094425139903189"
"California","Erica Smith","% GT of Sales","0.0012813263528099162"
"California","Dean Katz","Sales","2942.082"
"California","Dean Katz","Sales Margin %","0.4404296005345874"
"California","Dean Katz","Profit","456.0389"
"California","Dean Katz","Profit Margin %","0.1550055029057654"
"California","Dean Katz","% GT of Sales","0.001280724751085015"
"California","Sung Pak","Sales","2929.142"
"California","Sung Pak","Sales Margin %","0.008388121845919286"
"California","Sung Pak","Profit","628.4516000000001"
"California","Sung Pak","Profit Margin %","0.21455142837049215"
"California","Sung Pak","% GT of Sales","0.0012750918087404304"
"California","Sean Christensen","Sales","2887.64"
"California","Sean Christensen","Sales Margin %","0"
"California","Sean Christensen","Profit","37.150400000000005"
"California","Sean Christensen","Profit Margin %","0.012865315621060799"
"California","Sean Christensen","% GT of Sales","0.0012570254738729692"
"California","Ionia McGrath","Sales","2832.55"
"California","Ionia McGrath","Sales Margin %","0"
"California","Ionia McGrath","Profit","956.5317"
"California","Ionia McGrath","Profit Margin %","0.3376927856525039"
"California","Ionia McGrath","% GT of Sales","0.0012330441142313028"
"California","George Ashbrook","Sales","2747.25"
"California","George Ashbrook","Sales Margin %","0.06360906360906361"
"California","George Ashbrook","Profit","682.4938000000001"
"California","George Ashbrook","Profit Margin %","0.24842799162799165"
"California","George Ashbrook","% GT of Sales","0.001195911967245749"
"California","Gary McGarr","Sales","2688.88"
"California","Gary McGarr","Sales Margin %","0.00679836958138712"
"California","Gary McGarr","Profit","299.29839999999996"
"California","Gary McGarr","Profit Margin %","0.11130969027996784"
"California","Gary McGarr","% GT of Sales","0.0011705027829603239"
"California","Lindsay Castell","Sales","2676.672"
"California","Lindsay Castell","Sales Margin %","0"
"California","Lindsay Castell","Profit","267.6672"
"California","Lindsay Castell","Profit Margin %","0.09999999999999999"
"California","Lindsay Castell","% GT of Sales","0.0011651884892862367"
"California","Anthony Johnson","Sales","2660.655"
"California","Anthony Johnson","Sales Margin %","0.4867316506649678"
"California","Anthony Johnson","Profit","735.1866"
"California","Anthony Johnson","Profit Margin %","0.2763178991639277"
"California","Anthony Johnson","% GT of Sales","0.0011582160907133456"
"California","James Galang","Sales","2637.754"
"California","James Galang","Sales Margin %","0.26383961506645426"
"California","James Galang","Profit","619.8707999999999"
"California","James Galang","Profit Margin %","0.2349994730365303"
"California","James Galang","% GT of Sales","0.0011482470016381267"
"California","Jeremy Lonsdale","Sales","2563.314"
"California","Jeremy Lonsdale","Sales Margin %","1"
"California","Jeremy Lonsdale","Profit","533.3393"
"California","Jeremy Lonsdale","Profit Margin %","0.2080663157147349"
"California","Jeremy Lonsdale","% GT of Sales","0.0011158423472230666"
"California","Sandra Glassco","Sales","2562.171"
"California","Sandra Glassco","Sales Margin %","0"
"California","Sandra Glassco","Profit","349.8456"
"California","Sandra Glassco","Profit Margin %","0.1365426429383519"
"California","Sandra Glassco","% GT of Sales","0.001115344785159708"
"California","Cassandra Brandow","Sales","2456.492"
"California","Cassandra Brandow","Sales Margin %","0.1786938447184034"
"California","Cassandra Brandow","Profit","482.13000000000005"
"California","Cassandra Brandow","Profit Margin %","0.19626768578932885"
"California","Cassandra Brandow","% GT of Sales","0.001069341406950021"
"California","Justin Deggeller","Sales","2416.3085"
"California","Justin Deggeller","Sales Margin %","0"
"California","Justin Deggeller","Profit","267.72180000000003"
"California","Justin Deggeller","Profit Margin %","0.11079785548906525"
"California","Justin Deggeller","% GT of Sales","0.001051849031470607"
"California","George Zrebassa","Sales","2408.362"
"California","George Zrebassa","Sales Margin %","1"
"California","George Zrebassa","Profit","816.1708"
"California","George Zrebassa","Profit Margin %","0.33889041597567143"
"California","George Zrebassa","% GT of Sales","0.0010483898215524277"
"California","Harold Ryan","Sales","2399.96"
"California","Harold Ryan","Sales Margin %","1"
"California","Harold Ryan","Profit","839.986"
"California","Harold Ryan","Profit Margin %","0.35"
"California","Harold Ryan","% GT of Sales","0.00104473232683997"
"California","Charles Crestani","Sales","2375.35"
"California","Charles Crestani","Sales Margin %","0"
"California","Charles Crestani","Profit","378.1237"
"California","Charles Crestani","Profit Margin %","0.15918651988128066"
"California","Charles Crestani","% GT of Sales","0.001034019288887866"
"California","Beth Thompson","Sales","2338.72"
"California","Beth Thompson","Sales Margin %","0.11874444140384467"
"California","Beth Thompson","Profit","330.1236"
"California","Beth Thompson","Profit Margin %","0.14115567489909012"
"California","Beth Thompson","% GT of Sales","0.001018073795991256"
"California","Bradley Talbott","Sales","2302.54"
"California","Bradley Talbott","Sales Margin %","0.9861717928895914"
"California","Bradley Talbott","Profit","357.6068"
"California","Bradley Talbott","Profit Margin %","0.15530970146012665"
"California","Bradley Talbott","% GT of Sales","0.0010023241936707714"
"California","Lena Creighton","Sales","2246.954"
"California","Lena Creighton","Sales Margin %","0.05890641285936433"
"California","Lena Creighton","Profit","309.5339"
"California","Lena Creighton","Profit Margin %","0.13775711474289193"
"California","Lena Creighton","% GT of Sales","0.0009781269190829757"
"California","Brian Dahlen","Sales","2185.031"
"California","Brian Dahlen","Sales Margin %","0"
"California","Brian Dahlen","Profit","342.93379999999996"
"California","Brian Dahlen","Profit Margin %","0.15694688084516878"
"California","Brian Dahlen","% GT of Sales","0.0009511710698709424"
"California","Sanjit Chand","Sales","2163.562"
"California","Sanjit Chand","Sales Margin %","0"
"California","Sanjit Chand","Profit","144.6907"
"California","Sanjit Chand","Profit Margin %","0.06687615145764253"
"California","Sanjit Chand","% GT of Sales","0.0009418253481401937"
"California","Thomas Seio","Sales","2161.058"
"California","Thomas Seio","Sales Margin %","0"
"California","Thomas Seio","Profit","537.4906000000001"
"California","Thomas Seio","Profit Margin %","0.24871641575561604"
"California","Thomas Seio","% GT of Sales","0.0009407353259121537"
"California","Bill Donatelli","Sales","2115.56"
"California","Bill Donatelli","Sales Margin %","0.06444062092306528"
"California","Bill Donatelli","Profit","158.46609999999998"
"California","Bill Donatelli","Profit Margin %","0.07490503696420805"
"California","Bill Donatelli","% GT of Sales","0.0009209294827286985"
"California","Pete Kriz","Sales","2066.396"
"California","Pete Kriz","Sales Margin %","0.7218442157263177"
"California","Pete Kriz","Profit","108.88200000000005"
"California","Pete Kriz","Profit Margin %","0.052691739627835146"
"California","Pete Kriz","% GT of Sales","0.0008995277843184082"
"California","Eleni McCrary","Sales","2056.376"
"California","Eleni McCrary","Sales Margin %","0"
"California","Eleni McCrary","Profit","-137.7653"
"California","Eleni McCrary","Profit Margin %","-0.06699421701089683"
"California","Eleni McCrary","% GT of Sales","0.000895165954156682"
"California","Ed Braxton","Sales","2050.184"
"California","Ed Braxton","Sales Margin %","0"
"California","Ed Braxton","Profit","81.88040000000011"
"California","Ed Braxton","Profit Margin %","0.039938073850932454"
"California","Ed Braxton","% GT of Sales","0.0008924704998291962"
"California","Christopher Martinez","Sales","2031.392"
"California","Christopher Martinez","Sales Margin %","1"
"California","Christopher Martinez","Profit","685.6176"
"California","Christopher Martinez","Profit Margin %","0.3375112238307525"
"California","Christopher Martinez","% GT of Sales","0.0008842901093701982"
"California","Charles McCrossin","Sales","2003.52"
"California","Charles McCrossin","Sales Margin %","0"
"California","Charles McCrossin","Profit","-325.572"
"California","Charles McCrossin","Profit Margin %","-0.1625"
"California","Charles McCrossin","% GT of Sales","0.0008721570823973804"
"California","Jamie Kunitz","Sales","1993.772"
"California","Jamie Kunitz","Sales Margin %","1"
"California","Jamie Kunitz","Profit","557.3312999999999"
"California","Jamie Kunitz","Profit Margin %","0.27953612549479073"
"California","Jamie Kunitz","% GT of Sales","0.0008679136572061122"
"California","Ben Ferrer","Sales","1991.814"
"California","Ben Ferrer","Sales Margin %","0.007518774343387541"
"California","Ben Ferrer","Profit","270.7535"
"California","Ben Ferrer","Profit Margin %","0.1359331242776685"
"California","Ben Ferrer","% GT of Sales","0.0008670613155437709"
"California","Ken Dana","Sales","1984.934"
"California","Ken Dana","Sales Margin %","0.3267524260252481"
"California","Ken Dana","Profit","471.5043"
"California","Ken Dana","Profit Margin %","0.23754155049991588"
"California","Ken Dana","% GT of Sales","0.0008640663662910087"
"California","Scott Cohen","Sales","1977.507"
"California","Scott Cohen","Sales Margin %","0"
"California","Scott Cohen","Profit","347.24929999999995"
"California","Scott Cohen","Profit Margin %","0.1755995301154433"
"California","Scott Cohen","% GT of Sales","0.0008608333011601564"
"California","Roland Schwarz","Sales","1976.52"
"California","Roland Schwarz","Sales Margin %","0.3618430372574019"
"California","Roland Schwarz","Profit","434.7493"
"California","Roland Schwarz","Profit Margin %","0.21995694452876774"
"California","Roland Schwarz","% GT of Sales","0.0008604036478298546"
"California","Greg Matthias","Sales","1947.264"
"California","Greg Matthias","Sales Margin %","0"
"California","Greg Matthias","Profit","207.6261"
"California","Greg Matthias","Profit Margin %","0.10662452548806943"
"California","Greg Matthias","% GT of Sales","0.0008476681485073532"
"California","Ralph Arnett","Sales","1941.894"
"California","Ralph Arnett","Sales Margin %","0.3663402842791625"
"California","Ralph Arnett","Profit","458.82700000000006"
"California","Ralph Arnett","Profit Margin %","0.23627808726943905"
"California","Ralph Arnett","% GT of Sales","0.0008453305209655898"
"California","Mitch Willingham","Sales","1919.976"
"California","Mitch Willingham","Sales Margin %","1"
"California","Mitch Willingham","Profit","215.9973"
"California","Mitch Willingham","Profit Margin %","0.11249999999999999"
"California","Mitch Willingham","% GT of Sales","0.0008357893439711072"
"California","Yana Sorensen","Sales","1894.684"
"California","Yana Sorensen","Sales Margin %","0.7582921479254587"
"California","Yana Sorensen","Profit","296.3534000000001"
"California","Yana Sorensen","Profit Margin %","0.15641310107648562"
"California","Yana Sorensen","% GT of Sales","0.0008247794229680753"
"California","Brian Stugart","Sales","1873.606"
"California","Brian Stugart","Sales Margin %","0"
"California","Brian Stugart","Profit","175.38789999999997"
"California","Brian Stugart","Profit Margin %","0.09360980910607672"
"California","Brian Stugart","% GT of Sales","0.0008156039083823601"
"California","Clay Rozendal","Sales","1872.934"
"California","Clay Rozendal","Sales Margin %","1"
"California","Clay Rozendal","Profit","108.8048"
"California","Clay Rozendal","Profit Margin %","0.05809323766881268"
"California","Clay Rozendal","% GT of Sales","0.0008153113784553462"
"California","Neoma Murray","Sales","1853.05"
"California","Neoma Murray","Sales Margin %","0"
"California","Neoma Murray","Profit","735.4024000000001"
"California","Neoma Murray","Profit Margin %","0.3968605272388765"
"California","Neoma Murray","% GT of Sales","0.0008066556268649506"
"California","Kean Nguyen","Sales","1847.963"
"California","Kean Nguyen","Sales Margin %","0"
"California","Kean Nguyen","Profit","124.32209999999992"
"California","Kean Nguyen","Profit Margin %","0.06727521059674892"
"California","Kean Nguyen","% GT of Sales","0.0008044411927299504"
"California","Rob Williams","Sales","1836.008"
"California","Rob Williams","Sales Margin %","0"
"California","Rob Williams","Profit","222.905"
"California","Rob Williams","Profit Margin %","0.12140742306133742"
"California","Rob Williams","% GT of Sales","0.0007992370330908848"
"California","Ruben Dartt","Sales","1821.604"
"California","Ruben Dartt","Sales Margin %","0"
"California","Ruben Dartt","Profit","280.04029999999995"
"California","Ruben Dartt","Profit Margin %","0.15373280910669934"
"California","Ruben Dartt","% GT of Sales","0.0007929667934053055"
"California","Greg Maxwell","Sales","1798.046"
"California","Greg Maxwell","Sales Margin %","0.7354383591965945"
"California","Greg Maxwell","Profit","76.44979999999998"
"California","Greg Maxwell","Profit Margin %","0.042518267052122125"
"California","Greg Maxwell","% GT of Sales","0.0007827117040889437"
"California","Steven Cartwright","Sales","1791.504"
"California","Steven Cartwright","Sales Margin %","0.6808301851405301"
"California","Steven Cartwright","Profit","576.0373"
"California","Steven Cartwright","Profit Margin %","0.32153838339183166"
"California","Steven Cartwright","% GT of Sales","0.0007798638904244711"
"California","Greg Guthrie","Sales","1780.488"
"California","Greg Guthrie","Sales Margin %","0.42298066597472156"
"California","Greg Guthrie","Profit","117.8302"
"California","Greg Guthrie","Profit Margin %","0.06617859822700294"
"California","Greg Guthrie","% GT of Sales","0.0007750684891209207"
"California","Jonathan Doherty","Sales","1754.15"
"California","Jonathan Doherty","Sales Margin %","0"
"California","Jonathan Doherty","Profit","476.21479999999997"
"California","Jonathan Doherty","Profit Margin %","0.27147894991876403"
"California","Jonathan Doherty","% GT of Sales","0.000763603231356495"
"California","Paul Van Hugh","Sales","1740.96"
"California","Paul Van Hugh","Sales Margin %","0.9691549489936586"
"California","Paul Van Hugh","Profit","265.12919999999997"
"California","Paul Van Hugh","Profit Margin %","0.15228908188585605"
"California","Paul Van Hugh","% GT of Sales","0.000757861460914063"
"California","Naresj Patel","Sales","1718.336"
"California","Naresj Patel","Sales Margin %","0.05408720995195355"
"California","Naresj Patel","Profit","309.8803"
"California","Naresj Patel","Profit Margin %","0.1803374310961302"
"California","Naresj Patel","% GT of Sales","0.000748012953371259"
"California","Don Jones","Sales","1698.656"
"California","Don Jones","Sales Margin %","0.05623269219900909"
"California","Don Jones","Profit","136.6072"
"California","Don Jones","Profit Margin %","0.08042075617429309"
"California","Don Jones","% GT of Sales","0.0007394460055087069"
"California","Anthony Rawles","Sales","1662.112"
"California","Anthony Rawles","Sales Margin %","0.9805067287884329"
"California","Anthony Rawles","Profit","134.022"
"California","Anthony Rawles","Profit Margin %","0.08063355538014284"
"California","Anthony Rawles","% GT of Sales","0.0007235379494777565"
"California","Ed Jacobs","Sales","1646.462"
"California","Ed Jacobs","Sales Margin %","0.7408564546281663"
"California","Ed Jacobs","Profit","433.4123"
"California","Ed Jacobs","Profit Margin %","0.2632385685184353"
"California","Ed Jacobs","% GT of Sales","0.0007167253105525056"
"California","Karen Bern","Sales","1646.27"
"California","Karen Bern","Sales Margin %","0.8841502305211174"
"California","Karen Bern","Profit","300.24150000000003"
"California","Karen Bern","Profit Margin %","0.18237682761636914"
"California","Karen Bern","% GT of Sales","0.0007166417305733586"
"California","Stefania Perrino","Sales","1645.72"
"California","Stefania Perrino","Sales Margin %","0"
"California","Stefania Perrino","Profit","-179.7304"
"California","Stefania Perrino","Profit Margin %","-0.1092108013513842"
"California","Stefania Perrino","% GT of Sales","0.0007164023087580941"
"California","Dave Hallsten","Sales","1636.696"
"California","Dave Hallsten","Sales Margin %","0.8773529109865241"
"California","Dave Hallsten","Profit","87.39779999999996"
"California","Dave Hallsten","Profit Margin %","0.05339892075254046"
"California","Dave Hallsten","% GT of Sales","0.000712474049738192"
"California","Jay Fein","Sales","1630.164"
"California","Jay Fein","Sales Margin %","0.11249174929638973"
"California","Jay Fein","Profit","225.8052"
"California","Jay Fein","Profit Margin %","0.138516860880255"
"California","Jay Fein","% GT of Sales","0.0007096305891976338"
"California","Richard Bierner","Sales","1576.364"
"California","Richard Bierner","Sales Margin %","0"
"California","Richard Bierner","Profit","241.1327"
"California","Richard Bierner","Profit Margin %","0.1529676521412567"
"California","Richard Bierner","% GT of Sales","0.0006862107825408602"
"California","Pauline Johnson","Sales","1564.25"
"California","Pauline Johnson","Sales Margin %","0.9066389643599169"
"California","Pauline Johnson","Profit","595.4066"
"California","Pauline Johnson","Profit Margin %","0.38063391401630176"
"California","Pauline Johnson","% GT of Sales","0.0006809374082315635"
"California","Stewart Visinsky","Sales","1558.684"
"California","Stewart Visinsky","Sales Margin %","0"
"California","Stewart Visinsky","Profit","128.22989999999993"
"California","Stewart Visinsky","Profit Margin %","0.08226805433301422"
"California","Stewart Visinsky","% GT of Sales","0.0006785144594610875"
"California","John Lucas","Sales","1555.244"
"California","John Lucas","Sales Margin %","0"
"California","John Lucas","Profit","473.7518"
"California","John Lucas","Profit Margin %","0.30461573875224723"
"California","John Lucas","% GT of Sales","0.0006770169848347065"
"California","Jeremy Pistek","Sales","1549.974"
"California","Jeremy Pistek","Sales Margin %","0"
"California","Jeremy Pistek","Profit","216.7629999999999"
"California","Jeremy Pistek","Profit Margin %","0.1398494426358119"
"California","Jeremy Pistek","% GT of Sales","0.0006747228885320822"
"California","Helen Andreada","Sales","1531.408"
"California","Helen Andreada","Sales Margin %","0"
"California","Helen Andreada","Profit","141.1035"
"California","Helen Andreada","Profit Margin %","0.09213971717530535"
"California","Helen Andreada","% GT of Sales","0.0006666408786735383"
"California","Patrick Ryan","Sales","1527.93"
"California","Patrick Ryan","Sales Margin %","1"
"California","Patrick Ryan","Profit","207.3480999999999"
"California","Patrick Ryan","Profit Margin %","0.1357052351874758"
"California","Patrick Ryan","% GT of Sales","0.0006651268621762844"
"California","Maureen Gastineau","Sales","1515.186"
"California","Maureen Gastineau","Sales Margin %","1"
"California","Maureen Gastineau","Profit","137.4528"
"California","Maureen Gastineau","Profit Margin %","0.09071678328601242"
"California","Maureen Gastineau","% GT of Sales","0.0006595792410604122"
"California","Phillip Flathmann","Sales","1507.526"
"California","Phillip Flathmann","Sales Margin %","0.004358133790064094"
"California","Phillip Flathmann","Profit","475.6207"
"California","Phillip Flathmann","Profit Margin %","0.31549751049069796"
"California","Phillip Flathmann","% GT of Sales","0.0006562447481423661"
"California","Frank Atkinson","Sales","1479.32"
"California","Frank Atkinson","Sales Margin %","0.9230457237108942"
"California","Frank Atkinson","Profit","289.0288000000001"
"California","Frank Atkinson","Profit Margin %","0.19537949868858673"
"California","Frank Atkinson","% GT of Sales","0.0006439663268308241"
"California","Olvera Toch","Sales","1472.54"
"California","Olvera Toch","Sales Margin %","0.05688130712917815"
"California","Olvera Toch","Profit","-189.8848"
"California","Olvera Toch","Profit Margin %","-0.12895052086870307"
"California","Olvera Toch","% GT of Sales","0.0006410149088172009"
"California","Claudia Bergmann","Sales","1467.6075"
"California","Claudia Bergmann","Sales Margin %","0"
"California","Claudia Bergmann","Profit","157.8022999999998"
"California","Claudia Bergmann","Profit Margin %","0.10752350338901906"
"California","Claudia Bergmann","% GT of Sales","0.0006388677304466706"
"California","Mike Caudle","Sales","1443.038"
"California","Mike Caudle","Sales Margin %","0"
"California","Mike Caudle","Profit","86.60070000000009"
"California","Mike Caudle","Profit Margin %","0.06001276473661822"
"California","Mike Caudle","% GT of Sales","0.0006281723226464178"
"California","Sylvia Foulston","Sales","1440.28"
"California","Sylvia Foulston","Sales Margin %","0"
"California","Sylvia Foulston","Profit","82.4675"
"California","Sylvia Foulston","Profit Margin %","0.057257963729274865"
"California","Sylvia Foulston","% GT of Sales","0.0006269717310709645"
"California","Lindsay Williams","Sales","1434.732"
"California","Lindsay Williams","Sales Margin %","1"
"California","Lindsay Williams","Profit","313.3185"
"California","Lindsay Williams","Profit Margin %","0.2183812029006114"
"California","Lindsay Williams","% GT of Sales","0.0006245566179235337"
"California","Doug Bickford","Sales","1421.394"
"California","Doug Bickford","Sales Margin %","0.03929944828808895"
"California","Doug Bickford","Profit","460.5996"
"California","Doug Bickford","Profit Margin %","0.32404780096159125"
"California","Doug Bickford","% GT of Sales","0.000618750421247176"
"California","Nancy Lomonaco","Sales","1418.09"
"California","Nancy Lomonaco","Sales Margin %","0.8172132939376202"
"California","Nancy Lomonaco","Profit","343.63809999999995"
"California","Nancy Lomonaco","Profit Margin %","0.24232460563151842"
"California","Nancy Lomonaco","% GT of Sales","0.0006173121491060239"
"California","Stefanie Holloman","Sales","1403.92"
"California","Stefanie Holloman","Sales Margin %","0"
"California","Stefanie Holloman","Profit","70.196"
"California","Stefanie Holloman","Profit Margin %","0.049999999999999996"
"California","Stefanie Holloman","% GT of Sales","0.0006111437725200299"
"California","Anna Andreadi","Sales","1389.405"
"California","Anna Andreadi","Sales Margin %","0.0093277338141147"
"California","Anna Andreadi","Profit","261.8114"
"California","Anna Andreadi","Profit Margin %","0.1884341858565357"
"California","Anna Andreadi","% GT of Sales","0.0006048252131590063"
"California","Brenda Bowman","Sales","1378.948"
"California","Brenda Bowman","Sales Margin %","1"
"California","Brenda Bowman","Profit","80.4411999999999"
"California","Brenda Bowman","Profit Margin %","0.058335194655635955"
"California","Brenda Bowman","% GT of Sales","0.0006002731514822427"
"California","Corinna Mitchell","Sales","1345.418"
"California","Corinna Mitchell","Sales Margin %","0"
"California","Corinna Mitchell","Profit","160.5256"
"California","Corinna Mitchell","Profit Margin %","0.1193128083614163"
"California","Corinna Mitchell","% GT of Sales","0.0005856771269989411"
"California","Marc Harrigan","Sales","1335.685"
"California","Marc Harrigan","Sales Margin %","0.5259623339335248"
"California","Marc Harrigan","Profit","237.668"
"California","Marc Harrigan","Profit Margin %","0.17793716332817994"
"California","Marc Harrigan","% GT of Sales","0.0005814402314935439"
"California","Nicole Fjeld","Sales","1332.884"
"California","Nicole Fjeld","Sales Margin %","0"
"California","Nicole Fjeld","Profit","226.5676"
"California","Nicole Fjeld","Profit Margin %","0.16998298426569755"
"California","Nicole Fjeld","% GT of Sales","0.0005802209214852609"
"California","Aaron Hawkins","Sales","1328.124"
"California","Aaron Hawkins","Sales Margin %","0"
